,,,,,,,,,商品销量报表,,,,,,,,,
"门店名称:青花椒砂锅鱼",,,,,,,,,,,,,,,,,,,
"查询条件:门店:[青花椒成山巴春店(CS003001121),（停用）青花椒五角场合生汇店(8000808),（闭店）青花椒上滨国际店(CS003007869),青花椒浦东三钢里店(8004234),鲜行者杭州城西银泰店(CS009033532),青花椒徐汇光启城店(8004161),（闭店）青花椒世茂广场店(CS009006656),（闭店）青花椒扫码点餐测试店(CS010016238),（闭店）青花椒中环百联店(160206),青花椒颛桥万达店(CS003025525),（闭店）青花椒南京环宇城店(CS003012827),青花椒杨浦合生汇店(CS003030444),（闭店）青花椒办公室仓库(C2015556),（闭店）青花椒嘉定万达店(CS009006658),（闭店）青花椒周浦万达店(C8021649),鲜行者三林新达汇店(CS009006659),（闭店）青花椒镇江苏宁广场店(CS003025998),（闭店）青花椒浦东九六店(8011190),（闭店）青花椒川沙百联店(CS009002776),青花椒新世界新丸中心店(C8016125),青花椒颛桥龙湖店(CS003012826),鲜行者北外滩来福士店(CS009049357),青花椒紫荆广场店(8000678),青花椒南京新百店(CS003011786),（闭店）青花椒九亭金地店(CS003007870),（闭店）青花椒砂锅鱼LCM店(CS009006661),青花椒南桥百联店(CS009006663),（闭店）青花椒南京景枫店(CS009016291),青花椒金山百联店(C8010488),鲜行者凯德虹口龙之梦店(8001670),（闭店）青花椒南通中南城店(CS009005145),鲜行者江桥万达店(CS003025999),青花椒南方百联店(CS003011785),（闭店）青花椒长寿巴春店(8000705),（闭店）青花椒浦东文峰店(160203),鲜行者打浦桥日月光店(8005333),（闭店）空前拼烤鱼【世茂店】(CS009037253),青花椒莘庄龙之梦店(8000530),（闭店）青花椒七宝凯德店(8005478),(闭店)青花椒宝山龙湖店(8011336),（闭店）青花椒测试门店(176277),（闭店）青花椒曹杨店(8002738),（闭店）青花椒南京印象汇店(CS003001122),鲜行者啦啦宝都店(CS003031114),青花椒川食山语颛桥龙湖店 (CS009061227),青花椒徐汇日月光店(CS009006664),（闭店）青花椒南通万象城店(CS009006660),（闭店）青花椒宝山万达店(CS009014647),青花椒松江地中海店(167521),（闭店）青花椒南京水游城店(CS003005211),青花椒松江万达店(CS003023325),青花椒长宁龙之梦店(CS003011787),（闭店）青花椒北京长楹龙湖店(CS003028292),（闭店）青花椒静安大融城店(C8024722),（闭店）青花椒南通文峰店(8010053),青花椒松江鹿都店(8005703),（闭店）青花椒滨江万科店(CS009004314),青花椒杭州湖滨银泰城店(CS003015701),（闭店）青花椒虹桥南丰城店(163080),（闭店）青花椒崇明万达店(CS003024218),（闭店）青花椒青浦宝龙店(CS009006662),（闭店）青花椒我格广场店(CS009000641),（闭店）青花椒浦东米岛店(8002827),（闭店）不二君世茂广场店(CS003031009)]; 商品分类:[全部]; 商品:[全部]; 时间范围:[""2026-02-01"",""2026-02-28""]; 是否显示套餐子商品数量:是; 商品名称多选:; 区域:全部; 交易类型:销售; 销售渠道:全部; 商品属性:[赠品,单品,套餐,自定义套餐,自定义单品,套餐子商品,其他]; 排序方式:数量; 展示维度:按商品+点单方式汇总; 商品分类多选:; 是否显示套餐子商品金额:是; 菜单名称:",,,,,,,,,,,,,,,,,,,
"门店名称","商品分类","收入分组","商品编码","商品名称","规格","商品类型","点单方式","单卖数量(不含套餐子商品)","数量(含套餐子商品)","退货数量(不含套餐子商品)","套餐内销量","单位","销售单价","销售金额","折后金额","分摊优惠","实退金额","实收",
"青花椒杭州湖滨银泰城店","招牌必点",,"","新疆阳光番茄鱼(大份手工去刺)","大份手工去刺","餐饮商品","单品",55.00,55.00,0.00,0.00,"煲",128.00,7040.00,7014.40,136.54,0.00,6877.86,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#特色青花椒鱼(单人份)#",,"餐饮商品","套餐子商品",0.00,52.00,0.00,52.00,"份",58.00,3016.00,2399.80,1336.58,0.00,1063.22,
"青花椒杭州湖滨银泰城店","手工炸品-外",,"","#咸蛋黄鸡翅#",,"餐饮商品","套餐子商品",0.00,52.00,0.00,52.00,"份",32.00,1664.00,1323.92,737.42,0.00,586.50,
"青花椒杭州湖滨银泰城店","单人套餐-外",,"","#招牌鱼锅+咸蛋黄鸡翅+米饭#",,"餐饮套餐商品","套餐",52.00,52.00,0.00,0.00,"份",74.00,3848.00,3848.00,2143.14,0.00,1704.86,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","无糖可乐",,"餐饮商品","单品",49.00,49.00,0.00,0.00,"听",6.00,294.00,294.00,11.63,0.00,282.37,
"青花椒杭州湖滨银泰城店","酒水饮料",,"606","雪碧",,"餐饮商品","单品",41.00,41.00,0.00,0.00,"听",6.00,246.00,246.00,10.89,0.00,235.11,
"青花椒杭州湖滨银泰城店","热卖推荐",,"","蒜蓉粉丝蒸超大带子",,"餐饮商品","单品",40.00,40.00,0.00,0.00,"个",12.00,480.00,480.00,29.33,0.00,450.67,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",37.00,37.00,0.00,0.00,"个",3.00,111.00,111.00,46.39,0.00,64.61,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","辣子面包蟹",,"餐饮商品","套餐子商品",0.00,35.00,0.00,35.00,"份",288.00,10080.00,10153.34,5830.23,0.00,4323.11,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"505","芝麻飞饼",,"餐饮商品","单品",34.00,34.00,0.00,0.00,"个",20.00,680.00,680.00,68.25,0.00,611.75,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"","芝士飞饼",,"餐饮商品","单品",34.00,34.00,0.00,0.00,"份",25.00,850.00,850.00,35.04,0.00,814.96,
"青花椒杭州湖滨银泰城店","酒水饮料",,"608","椰汁",,"餐饮商品","单品",31.00,31.00,0.00,0.00,"听",8.00,248.00,248.00,18.10,0.00,229.90,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",31.00,31.00,0.00,0.00,"个",4.50,139.50,139.50,57.07,0.00,82.43,
"青花椒杭州湖滨银泰城店","招牌必点",,"","新疆阳光番茄鱼(小份手工去刺)","小份手工去刺","餐饮商品","套餐子商品",0.00,31.00,0.00,31.00,"煲",98.00,3038.00,3108.41,322.80,0.00,2785.61,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","299双人松叶蟹套餐",,"餐饮套餐商品","套餐",30.00,30.00,0.00,0.00,"份",856.00,25680.00,25680.00,16644.81,0.00,9035.19,
"青花椒杭州湖滨银泰城店","特色小炒-外",,"","#白灼生菜#",,"餐饮商品","单品",30.00,30.00,0.00,0.00,"份",18.00,540.00,540.00,202.98,0.00,337.02,
"青花椒杭州湖滨银泰城店","招牌必点",,"","特色青花椒鱼(大份手工去刺)","大份手工去刺","餐饮商品","套餐子商品",0.00,29.00,0.00,29.00,"煲",128.00,3712.00,3712.00,338.24,0.00,3373.76,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","399松叶蟹4人餐",,"餐饮套餐商品","套餐",29.00,29.00,0.00,0.00,"份",1020.00,29580.00,29580.00,17592.11,0.00,11987.89,
"青花椒杭州湖滨银泰城店","主食甜品",,"","五常香米饭",,"餐饮商品","赠品",29.00,29.00,0.00,0.00,"份",3.00,87.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","热菜系列_外卖",,"","#肉沫包浆豆腐#",,"餐饮商品","单品",29.00,29.00,0.00,0.00,"份",36.00,1044.00,1044.00,357.78,0.00,686.22,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#招牌特色青花椒鱼(大份)#",,"餐饮商品","单品",28.00,28.00,0.00,0.00,"份",158.00,4484.00,4484.00,1270.53,0.00,3213.47,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#肉末虾仁蒸蛋",,"餐饮商品","单品",27.00,27.00,0.00,0.00,"份",16.00,432.00,432.00,183.07,0.00,248.93,
"青花椒杭州湖滨银泰城店","酒水饮料",,"620","江小白",,"餐饮商品","单品",24.00,24.00,0.00,0.00,"瓶",25.00,600.00,600.00,71.60,0.00,528.40,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",24.00,24.00,0.00,0.00,"个",4.00,96.00,96.00,34.29,0.00,61.71,
"青花椒杭州湖滨银泰城店","招牌必点",,"","麻辣干锅鱼片",,"餐饮商品","套餐子商品",0.00,23.00,0.00,23.00,"份",108.00,2484.00,2545.36,1633.16,0.00,912.20,
"青花椒杭州湖滨银泰城店","砂锅鱼",,"","青花椒鱼118元份",,"餐饮商品","套餐子商品",0.00,23.00,0.00,23.00,"份",118.00,2714.00,2740.40,477.35,0.00,2263.05,
"青花椒杭州湖滨银泰城店","外卖套餐",,"","#鸡汁笋片+时蔬单人套餐#",,"餐饮套餐商品","套餐",23.00,23.00,0.00,0.00,"份",48.00,1104.00,1104.00,523.83,0.00,580.17,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"","鸡蛋飞饼",,"餐饮商品","单品",22.00,22.00,0.00,0.00,"份",22.00,484.00,484.00,18.39,0.00,465.61,
"青花椒杭州湖滨银泰城店","冷菜-外",,"","#凉拌鲜豆苗#",,"餐饮商品","单品",22.00,22.00,0.00,0.00,"份",22.00,484.00,484.00,186.87,0.00,297.13,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#沸腾麻辣鱼(单人份)#",,"餐饮商品","单品",22.00,22.00,0.00,0.00,"份",58.00,1276.00,1276.00,597.64,0.00,678.36,
"青花椒杭州湖滨银泰城店","酒水饮料",,"607","王老吉",,"餐饮商品","单品",20.00,20.00,0.00,0.00,"听",8.00,160.00,160.00,10.15,0.00,149.85,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","鲜青椒粉丝松叶蟹",,"餐饮商品","套餐子商品",0.00,18.00,0.00,18.00,"份",668.00,12024.00,12395.46,8218.94,0.00,4176.52,
"青花椒杭州湖滨银泰城店","招牌必点",,"","特色青花椒鱼",,"餐饮商品","套餐子商品",0.00,18.00,0.00,18.00,"煲",98.00,1764.00,1817.46,1069.29,0.00,748.17,
"青花椒杭州湖滨银泰城店","时蔬",,"","鸡汁纸片笋",,"餐饮商品","套餐子商品",0.00,18.00,0.00,18.00,"份",29.00,522.00,532.62,137.51,0.00,395.11,
"青花椒杭州湖滨银泰城店","市场活动",,"","118规格鱼锅双人餐",,"餐饮套餐商品","套餐",17.00,17.00,0.00,0.00,"份",201.00,3417.00,3417.00,888.14,0.00,2528.86,
"青花椒杭州湖滨银泰城店","手工炸品-外",,"","#咸蛋黄鸡翅#",,"餐饮商品","单品",17.00,17.00,0.00,0.00,"份",29.00,493.00,493.00,155.36,0.00,337.64,
"青花椒杭州湖滨银泰城店","其他",,"","大打包盒",,"餐饮商品","单品",16.00,16.00,0.00,0.00,"个",3.00,48.00,48.00,0.16,0.00,47.84,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","【2个】蒜蓉粉丝蒸超大生蚝",,"餐饮商品","套餐子商品",0.00,16.00,0.00,16.00,"份",24.00,384.00,393.12,258.38,0.00,134.74,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#小炒现切鲜吊龙#",,"餐饮商品","单品",16.00,16.00,0.00,0.00,"份",68.00,1088.00,1088.00,337.13,0.00,750.87,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"个",5.50,82.50,82.50,28.64,0.00,53.86,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","红宝石石榴汁(杯)","杯","餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"杯",12.00,168.00,168.00,42.06,0.00,125.94,
"青花椒杭州湖滨银泰城店","超值海鲜套餐",,"","【2个】蒜蓉粉丝蒸超大带子",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",24.00,336.00,343.98,219.46,0.00,124.52,
"青花椒杭州湖滨银泰城店","市场活动",,"","单人餐",,"餐饮套餐商品","套餐",14.00,14.00,0.00,0.00,"份",95.00,1330.00,1330.00,332.98,0.00,997.02,
"青花椒杭州湖滨银泰城店","冷菜-外",,"","#酸辣蕨根粉#",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"份",12.00,156.00,156.00,55.46,0.00,100.54,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#鸡汁纸片笋#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",32.00,384.00,384.00,127.66,0.00,256.34,
"青花椒杭州湖滨银泰城店","热菜系列_外卖",,"","#鸡汁笋片#半份",,"餐饮商品","套餐子商品",0.00,12.00,0.00,12.00,"份",28.00,336.00,329.16,152.11,0.00,177.05,
"青花椒杭州湖滨银泰城店","市场活动",,"","118规格鱼锅双人餐",,"餐饮套餐商品","套餐",12.00,12.00,0.00,0.00,"份",194.00,2328.00,2328.00,66.02,0.00,2261.98,
"青花椒杭州湖滨银泰城店","招牌必点",,"","特色青花椒鱼（单人份）",,"餐饮商品","套餐子商品",0.00,12.00,0.00,12.00,"份",58.00,696.00,696.00,173.02,0.00,522.98,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#招牌特色青花椒鱼(小份)#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",128.00,1536.00,1536.00,491.88,0.00,1044.12,
"青花椒杭州湖滨银泰城店","热菜系列_外卖",,"","#鲜腐竹杭白菜#半份",,"餐饮商品","套餐子商品",0.00,12.00,0.00,12.00,"份",18.00,216.00,211.56,97.79,0.00,113.77,
"青花椒杭州湖滨银泰城店","冷菜-外",,"","#柠檬手舂无骨鸡爪#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",32.00,384.00,384.00,138.60,0.00,245.40,
"青花椒杭州湖滨银泰城店","手工炸品-外",,"","#摇滚小酥肉#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",24.00,288.00,288.00,105.90,0.00,182.10,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#小炒现切鲜吊龙#",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",68.00,748.00,748.00,242.22,0.00,505.78,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#手工鲜虾饼1个#",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",12.00,132.00,132.00,58.07,0.00,73.93,
"青花椒杭州湖滨银泰城店","热菜系列_外卖",,"","#鲜腐竹杭白菜#半份",,"餐饮商品","套餐子商品",0.00,11.00,0.00,11.00,"份",32.00,352.00,268.18,130.86,0.00,137.32,
"青花椒杭州湖滨银泰城店","热菜系列_外卖",,"","#鸡汁纸片笋#半份",,"餐饮商品","套餐子商品",0.00,11.00,0.00,11.00,"份",28.00,308.00,234.63,114.50,0.00,120.13,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"","巧克力飞饼",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",22.00,242.00,242.00,18.16,0.00,223.84,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","石榴爆柠茶",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"杯",16.00,160.00,160.00,0.64,0.00,159.36,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#新疆阳光番茄鱼(小份)#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",128.00,1340.00,1340.00,379.11,0.00,960.89,
"青花椒杭州湖滨银泰城店","主食点心-外",,"","#红糖夹心糍粑#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",22.00,220.00,220.00,85.74,0.00,134.26,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"个",5.00,45.00,45.00,13.08,0.00,31.92,
"青花椒杭州湖滨银泰城店","饮料-外",,"","#椰汁#",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"听",8.00,72.00,72.00,37.49,0.00,34.51,
"青花椒杭州湖滨银泰城店","市场活动",,"","小炒双人餐",,"餐饮套餐商品","套餐",8.00,8.00,0.00,0.00,"份",179.00,1432.00,1432.00,156.95,0.00,1275.05,
"青花椒杭州湖滨银泰城店","主食甜品",,"","木薯糖水",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",9.00,72.00,72.00,6.69,0.00,65.31,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#螺丝椒小炒肉#",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",48.00,384.00,384.00,123.04,0.00,260.96,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#招牌特色青花椒鱼(大份)#",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"份",178.00,1246.00,1246.00,352.45,0.00,893.55,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#手工鲜虾饼1个#",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"份",24.00,144.00,144.00,49.00,0.00,95.00,
"青花椒杭州湖滨银泰城店","未分类",,"","香米饭",,"","自定义单品",6.00,6.00,0.00,0.00,"份",3.00,18.00,18.00,2.42,0.00,15.58,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"个",6.50,39.00,39.00,12.22,0.00,26.78,
"青花椒杭州湖滨银泰城店","砂锅鱼",,"","营养番茄鱼118元份",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"份",118.00,708.00,711.60,94.24,0.00,617.36,
"青花椒杭州湖滨银泰城店","饮料-外",,"","#可口可乐(无糖)#",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"听",6.00,36.00,36.00,12.91,0.00,23.09,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",6.00,6.00,0.00,0.00,"个",6.00,36.00,36.00,11.50,0.00,24.50,
"青花椒杭州湖滨银泰城店","未分类",,"","需要餐具",,"","自定义单品",6.00,6.00,0.00,0.00,"份",0.10,0.60,0.60,0.08,0.00,0.52,
"青花椒杭州湖滨银泰城店","其他",,"","小打包盒",,"餐饮商品","赠品",5.00,5.00,0.00,0.00,"个",1.00,5.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌必点",,"","新疆阳光番茄鱼(大份手工去刺)","大份手工去刺","餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"煲",128.00,640.00,640.00,57.96,0.00,582.04,
"青花椒杭州湖滨银泰城店","主食点心-外",,"","#红糖夹心糍粑#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",22.00,110.00,110.00,40.02,0.00,69.98,
"青花椒杭州湖滨银泰城店","点心小吃",,"","摇滚小酥肉",,"餐饮商品","赠品",5.00,5.00,0.00,0.00,"份",22.00,110.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#招牌特色青花椒鱼(小份)#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",148.00,740.00,740.00,212.45,0.00,527.55,
"青花椒杭州湖滨银泰城店","饮料-外",,"","#可口可乐#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"听",6.00,30.00,30.00,14.19,0.00,15.81,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#新疆阳光番茄鱼(大份)#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",158.00,810.00,810.00,226.67,0.00,583.33,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"个",8.50,42.50,42.50,12.72,0.00,29.78,
"青花椒杭州湖滨银泰城店","三大绝活",,"","小炒现切吊龙",,"餐饮商品","赠品",5.00,5.00,0.00,0.00,"份",69.00,345.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","主厨推荐-外",,"","#鸡汁纸片笋#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",32.00,160.00,160.00,46.88,0.00,113.12,
"青花椒杭州湖滨银泰城店","饮料-外",,"","#雪碧#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"听",6.00,30.00,30.00,13.69,0.00,16.31,
"青花椒杭州湖滨银泰城店","时蔬",,"","鲜腐竹杭白菜",,"餐饮商品","赠品",4.00,4.00,0.00,0.00,"份",28.00,112.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌必点",,"","特色青花椒鱼(小份活鱼现做)","小份活鱼现做","餐饮商品","套餐子商品",0.00,4.00,0.00,4.00,"煲",98.00,392.00,403.88,252.25,0.00,151.63,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"个",7.50,30.00,30.00,9.40,0.00,20.60,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#沸腾麻辣鱼(单人份)#",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",58.00,232.00,232.00,90.96,0.00,141.04,
"青花椒杭州湖滨银泰城店","酒水饮料",,"605","可口可乐",,"餐饮商品","赠品",4.00,4.00,0.00,0.00,"听",6.00,24.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","红宝石石榴汁(杯)","杯","餐饮商品","赠品",3.00,3.00,0.00,0.00,"杯",12.00,36.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","冷菜-外",,"","#口水鸡#",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",22.00,66.00,66.00,18.48,0.00,47.52,
"青花椒杭州湖滨银泰城店","热卖推荐",,"","金牌豉油花甲",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",38.00,114.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","三大绝活",,"","剁椒跳跳蛙",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",59.00,177.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","时蔬",,"","豆汤菌菇煲",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",32.00,96.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","百威啤酒",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"瓶",12.00,24.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","开胃冷菜",,"","捞汁花甲",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",22.00,44.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"个",9.50,19.00,19.00,4.45,0.00,14.55,
"青花椒杭州湖滨银泰城店","未分类",,"","【无刺】招牌青花椒鱼(大份)",,"","自定义单品",2.00,2.00,0.00,0.00,"份",96.00,192.00,192.00,24.90,0.00,167.10,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#新疆阳光番茄鱼(小份)#",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",128.00,256.00,256.00,90.21,0.00,165.79,
"青花椒杭州湖滨银泰城店","招牌必点",,"","新疆阳光番茄鱼（单人份）",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",58.00,116.00,116.00,30.27,0.00,85.73,
"青花椒杭州湖滨银泰城店","点心小吃",,"","红糖夹心糍粑",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",18.00,36.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","开胃冷菜",,"","凉拌鲜豆苗",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",22.00,44.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","点心小吃",,"","咸蛋黄鸡翅(4个)","4个","餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",29.00,58.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","时蔬",,"","鸡汁纸片笋",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",29.00,58.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","酒水饮料",,"","刺梨油柑茉莉",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"杯",16.00,32.00,32.00,0.51,0.00,31.49,
"青花椒杭州湖滨银泰城店","主食甜品",,"","酸菜吊龙炒饭",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",32.00,64.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"503","榴莲飞饼",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"个",28.00,56.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"506","菠萝飞饼",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"个",25.00,50.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#新疆阳光番茄鱼(大份)#",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",178.00,356.00,356.00,101.64,0.00,254.36,
"青花椒杭州湖滨银泰城店","热卖推荐",,"","肉沫包浆豆腐煲",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",32.00,32.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌砂锅鱼-外",,"","#沸腾麻辣水煮鱼(小份)#",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",128.00,128.00,128.00,40.86,0.00,87.14,
"青花椒杭州湖滨银泰城店","时蔬",,"","白灼生菜",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",22.00,22.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","点心小吃",,"","咸蛋黄鸡翅(6个)","6个","餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",39.00,39.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","开胃冷菜",,"","口水鸡",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",32.00,32.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","热卖推荐",,"","虾仁肉沫蒸蛋",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",26.00,26.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","冷菜-外",,"","#口水鸡#",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",34.00,34.00,34.00,12.15,0.00,21.85,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"502","香蕉飞饼",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"个",25.00,25.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","酒水饮料",,"616","石库门红标",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"瓶",38.00,38.00,38.00,0.00,0.00,38.00,
"青花椒杭州湖滨银泰城店","未分类",,"","#营养多C番茄味(2-3人份)#",,"","自定义单品",1.00,1.00,0.00,0.00,"份",198.00,198.00,198.00,28.53,0.00,169.47,
"青花椒杭州湖滨银泰城店","招牌必点",,"","特色青花椒鱼(小份手工去刺)","小份手工去刺","餐饮商品","赠品",1.00,1.00,0.00,0.00,"煲",98.00,98.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","其他_外卖",,"","打包盒",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"个",9.00,9.00,9.00,3.45,0.00,5.55,
"青花椒杭州湖滨银泰城店","热卖推荐",,"","蒜蓉粉丝蒸超大生蚝",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"个",12.00,12.00,0.00,0.00,0.00,0.00,
"青花椒杭州湖滨银泰城店","招牌飞饼",,"505","芝麻飞饼",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"个",20.00,20.00,0.00,0.00,0.00,0.00,
