,,,,,,,,,商品销量报表,,,,,,,,,
"门店名称:青花椒砂锅鱼",,,,,,,,,,,,,,,,,,,
"查询条件:门店:[青花椒成山巴春店(CS003001121),（停用）青花椒五角场合生汇店(8000808),（闭店）青花椒上滨国际店(CS003007869),青花椒浦东三钢里店(8004234),鲜行者杭州城西银泰店(CS009033532),青花椒徐汇光启城店(8004161),（闭店）青花椒世茂广场店(CS009006656),（闭店）青花椒扫码点餐测试店(CS010016238),（闭店）青花椒中环百联店(160206),青花椒颛桥万达店(CS003025525),（闭店）青花椒南京环宇城店(CS003012827),青花椒杨浦合生汇店(CS003030444),（闭店）青花椒办公室仓库(C2015556),（闭店）青花椒嘉定万达店(CS009006658),（闭店）青花椒周浦万达店(C8021649),鲜行者三林新达汇店(CS009006659),（闭店）青花椒镇江苏宁广场店(CS003025998),（闭店）青花椒浦东九六店(8011190),（闭店）青花椒川沙百联店(CS009002776),青花椒新世界新丸中心店(C8016125),青花椒颛桥龙湖店(CS003012826),鲜行者北外滩来福士店(CS009049357),青花椒紫荆广场店(8000678),青花椒南京新百店(CS003011786),（闭店）青花椒九亭金地店(CS003007870),（闭店）青花椒砂锅鱼LCM店(CS009006661),青花椒南桥百联店(CS009006663),（闭店）青花椒南京景枫店(CS009016291),青花椒金山百联店(C8010488),鲜行者凯德虹口龙之梦店(8001670),（闭店）青花椒南通中南城店(CS009005145),鲜行者江桥万达店(CS003025999),青花椒南方百联店(CS003011785),（闭店）青花椒长寿巴春店(8000705),（闭店）青花椒浦东文峰店(160203),鲜行者打浦桥日月光店(8005333),（闭店）空前拼烤鱼【世茂店】(CS009037253),青花椒莘庄龙之梦店(8000530),（闭店）青花椒七宝凯德店(8005478),(闭店)青花椒宝山龙湖店(8011336),（闭店）青花椒测试门店(176277),（闭店）青花椒曹杨店(8002738),（闭店）青花椒南京印象汇店(CS003001122),鲜行者啦啦宝都店(CS003031114),青花椒川食山语颛桥龙湖店 (CS009061227),青花椒徐汇日月光店(CS009006664),（闭店）青花椒南通万象城店(CS009006660),（闭店）青花椒宝山万达店(CS009014647),青花椒松江地中海店(167521),（闭店）青花椒南京水游城店(CS003005211),青花椒松江万达店(CS003023325),青花椒长宁龙之梦店(CS003011787),（闭店）青花椒北京长楹龙湖店(CS003028292),（闭店）青花椒静安大融城店(C8024722),（闭店）青花椒南通文峰店(8010053),青花椒松江鹿都店(8005703),（闭店）青花椒滨江万科店(CS009004314),青花椒杭州湖滨银泰城店(CS003015701),（闭店）青花椒虹桥南丰城店(163080),（闭店）青花椒崇明万达店(CS003024218),（闭店）青花椒青浦宝龙店(CS009006662),（闭店）青花椒我格广场店(CS009000641),（闭店）青花椒浦东米岛店(8002827),（闭店）不二君世茂广场店(CS003031009)]; 商品分类:[全部]; 商品:[全部]; 时间范围:[""2026-02-01"",""2026-02-28""]; 是否显示套餐子商品数量:是; 商品名称多选:; 区域:全部; 交易类型:销售; 销售渠道:全部; 商品属性:[赠品,单品,套餐,自定义套餐,自定义单品,套餐子商品,其他]; 排序方式:数量; 展示维度:按商品+点单方式汇总; 商品分类多选:; 是否显示套餐子商品金额:是; 菜单名称:",,,,,,,,,,,,,,,,,,,
"门店名称","商品分类","收入分组","商品编码","商品名称","规格","商品类型","点单方式","单卖数量(不含套餐子商品)","数量(含套餐子商品)","退货数量(不含套餐子商品)","套餐内销量","单位","销售单价","销售金额","折后金额","分摊优惠","实退金额","实收",
"青花椒成山巴春店","热菜系列",,"","成都冒烤鸭(小份)",,"餐饮套餐商品","套餐",17.00,17.00,0.00,0.00,"份",58.00,986.00,986.00,96.50,0.00,889.50,
"青花椒成山巴春店","未分类",,"","【下饭】麻辣水煮嫩牛肉+米饭",,"","自定义单品",17.00,17.00,0.00,0.00,"份",26.00,442.00,442.00,86.34,0.00,355.66,
"青花椒成山巴春店","未分类",,"","#肉沫包浆豆腐煲#",,"","套餐子商品",0.00,17.00,0.00,17.00,"份",0.00,0.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","酒水&饮料",,"","烤米浆儿",,"餐饮商品","单品",17.00,17.00,0.00,0.00,"扎",18.00,306.00,306.00,13.27,0.00,292.73,
"青花椒成山巴春店","其他-外",,"","补差价",,"餐饮商品","单品",16.00,16.00,0.00,0.00,"份",5.00,80.00,80.00,8.14,0.00,71.86,
"青花椒成山巴春店","饮料-外",,"","#百事可乐#",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"瓶",6.00,90.00,90.00,47.18,0.00,42.82,
"青花椒成山巴春店","单人份鱼_外卖",,"","#招牌青花椒味(单人份)#",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",45.80,687.00,687.00,254.75,0.00,432.25,
"青花椒成山巴春店","手工去刺-外",,"","#营养多C番茄味(2-3人份)#",,"餐饮商品","单品",15.00,15.00,0.00,0.00,"份",198.00,2970.00,2970.00,1129.41,0.00,1840.59,
"青花椒成山巴春店","手工炸品-外",,"","#咸蛋黄鸡翅#",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",29.00,406.00,406.00,172.23,0.00,233.77,
"青花椒成山巴春店","热菜系列_外卖",,"","#爆香成都冒烤鸭+米饭#",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",58.00,812.00,906.26,502.57,0.00,403.69,
"青花椒成山巴春店","多人份鱼_外卖",,"","#营养多C番茄味(小份)#",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",158.00,2212.00,2212.00,819.18,0.00,1392.82,
"青花椒成山巴春店","手工炸品-外",,"","#咸蛋黄鸡翅#",,"餐饮商品","套餐子商品",0.00,14.00,0.00,14.00,"份",32.00,448.00,459.68,222.09,0.00,237.59,
"青花椒成山巴春店","热菜系列_外卖",,"","#鲜嫩水煮馋嘴牛蛙+米饭#",,"餐饮商品","单品",14.00,14.00,0.00,0.00,"份",58.00,812.00,812.00,407.03,0.00,404.97,
"青花椒成山巴春店","酒水&饮料",,"606","雪碧",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"听",6.00,78.00,78.00,3.79,0.00,74.21,
"青花椒成山巴春店","砂锅鱼",,"","营养多C番茄鱼(大份手工去刺)","大份手工去刺","餐饮商品","单品",13.00,13.00,0.00,0.00,"份",188.00,2444.00,2444.00,112.85,0.00,2331.15,
"青花椒成山巴春店","招牌飞饼",,"505","芝麻飞饼",,"餐饮商品","单品",13.00,13.00,0.00,0.00,"个",20.00,260.00,260.00,15.47,0.00,244.53,
"青花椒成山巴春店","未分类",,"","#肉沫包浆豆腐煲#",,"","自定义单品",13.00,13.00,0.00,0.00,"份",38.00,494.00,494.00,194.97,0.00,299.03,
"青花椒成山巴春店","冷菜-外",,"","#凉拌鲜豆苗#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",22.00,264.00,264.00,102.59,0.00,161.41,
"青花椒成山巴春店","热菜系列_外卖",,"","#成都冒烤鸭(单人份)+经典红糖冰粉#",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",82.00,984.00,984.00,626.77,0.00,357.23,
"青花椒成山巴春店","酒水&饮料",,"608","椰汁",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"听",8.00,96.00,96.00,8.09,0.00,87.91,
"青花椒成山巴春店","招牌飞饼",,"","芝士飞饼",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",25.00,300.00,297.00,10.13,0.00,286.87,
"青花椒成山巴春店","酒水&饮料",,"605","可口可乐",,"餐饮商品","赠品",12.00,12.00,0.00,0.00,"听",6.00,72.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","酒水&饮料",,"","陈皮山楂饮",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",26.00,312.00,312.00,11.90,0.00,300.10,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",12.00,12.00,0.00,0.00,"份",9.00,108.00,108.00,39.89,0.00,68.11,
"青花椒成山巴春店","手工炸品-外",,"","#咸蛋黄鸡翅#",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",32.00,352.00,352.00,142.73,0.00,209.27,
"青花椒成山巴春店","饮料-外",,"","#可口可乐#",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"听",6.00,66.00,66.00,32.73,0.00,33.27,
"青花椒成山巴春店","酒水&饮料",,"607","王老吉",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"听",8.00,88.00,88.00,1.59,0.00,86.41,
"青花椒成山巴春店","其他",,"","打包盒大",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"个",3.00,33.00,33.00,1.35,0.00,31.65,
"青花椒成山巴春店","热菜系列_外卖",,"","#白灼生菜#",,"餐饮商品","单品",11.00,11.00,0.00,0.00,"份",22.00,242.00,242.00,96.76,0.00,145.24,
"青花椒成山巴春店","主食甜品点心",,"","米饭",,"餐饮商品","赠品",10.00,10.00,0.00,0.00,"份",3.00,30.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","招牌砂锅鱼-外",,"","#古法秘制酸菜味(单人份)#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",45.80,458.00,458.00,173.86,0.00,284.14,
"青花椒成山巴春店","酒水&饮料",,"","无糖可乐",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",6.00,60.00,60.00,4.25,0.00,55.75,
"青花椒成山巴春店","热菜系列_外卖",,"","#成都冒烤鸭(大份)#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",158.00,1580.00,1580.00,691.04,0.00,888.96,
"青花椒成山巴春店","热菜系列_外卖",,"","#成都冒烤鸭(单人份)#",,"餐饮商品","套餐子商品",0.00,10.00,0.00,10.00,"份",70.00,700.00,694.76,329.68,0.00,365.08,
"青花椒成山巴春店","成都冒烤鸭1",,"","微辣",,"餐饮商品","套餐子商品",0.00,10.00,0.00,10.00,"份",0.00,0.00,551.00,0.00,0.00,551.00,
"青花椒成山巴春店","手工去刺-外",,"","#古法秘制酸菜鱼(小份)#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",158.00,1580.00,1580.00,564.40,0.00,1015.60,
"青花椒成山巴春店","手工去刺-外",,"","#古法秘制酸菜味(2-3人份)#",,"餐饮商品","单品",10.00,10.00,0.00,0.00,"份",198.00,1980.00,1980.00,744.54,0.00,1235.46,
"青花椒成山巴春店","热菜系列",,"","鸡汁纸片笋",,"餐饮商品","套餐子商品",0.00,9.00,0.00,9.00,"份",29.00,261.00,261.00,62.77,0.00,198.23,
"青花椒成山巴春店","市场活动",,"","118规格鱼锅双人餐",,"餐饮套餐商品","套餐",9.00,9.00,0.00,0.00,"份",201.00,1809.00,1809.00,435.03,0.00,1373.97,
"青花椒成山巴春店","酒水&饮料",,"","陈皮山楂饮",,"餐饮商品","套餐子商品",0.00,9.00,0.00,9.00,"份",26.00,234.00,234.00,56.27,0.00,177.73,
"青花椒成山巴春店","招牌砂锅鱼-外",,"","#招牌青花椒鱼可乐单人套餐#",,"餐饮商品","单品",9.00,9.00,0.00,0.00,"份",46.80,421.20,421.20,156.76,0.00,264.44,
"青花椒成山巴春店","热菜系列_外卖",,"","#肉沫包浆豆腐#",,"餐饮商品","套餐子商品",0.00,8.00,0.00,8.00,"份",38.00,304.00,304.00,151.67,0.00,152.33,
"青花椒成山巴春店","饮料-外",,"","#可口可乐#",,"餐饮商品","套餐子商品",0.00,8.00,0.00,8.00,"听",6.00,48.00,49.84,21.75,0.00,28.09,
"青花椒成山巴春店","热菜系列_外卖",,"","#鲜腐竹杭白菜#",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"份",32.00,256.00,256.00,104.87,0.00,151.13,
"青花椒成山巴春店","未分类",,"","#招牌鱼锅+咸蛋黄鸡翅+米饭#",,"","自定义套餐",8.00,8.00,0.00,0.00,"份",74.00,592.00,592.00,217.96,0.00,374.04,
"青花椒成山巴春店","酒水&饮料",,"616","石库门红标",,"餐饮商品","单品",8.00,8.00,0.00,0.00,"瓶",38.00,304.00,304.00,8.63,0.00,295.37,
"青花椒成山巴春店","砂锅鱼",,"","美鱼美蛙(手工去刺)","手工去刺","餐饮商品","单品",8.00,8.00,0.00,0.00,"份",158.00,1264.00,1264.00,42.54,0.00,1221.46,
"青花椒成山巴春店","饮料-外",,"","#雪碧#",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"听",6.00,42.00,42.00,18.50,0.00,23.50,
"青花椒成山巴春店","鱼锅伴侣",,"113","千页豆腐",,"餐饮商品","赠品",7.00,7.00,0.00,0.00,"份",10.00,70.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","招牌飞饼",,"","巧克力飞饼",,"餐饮商品","单品",7.00,7.00,0.00,0.00,"份",22.00,154.00,154.00,8.57,0.00,145.43,
"青花椒成山巴春店","主食甜品点心",,"","大碗冰粉",,"餐饮商品","赠品",7.00,7.00,0.00,0.00,"份",19.00,133.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","砂锅鱼",,"","古法秘制酸菜鱼(小份手工去刺)","小份手工去刺","餐饮商品","单品",7.00,7.00,0.00,0.00,"份",148.00,1036.00,1006.40,36.80,0.00,969.60,
"青花椒成山巴春店","手工炸品-外",,"","#摇滚小酥肉#",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"份",24.00,144.00,154.72,72.26,0.00,82.46,
"青花椒成山巴春店","砂锅鱼",,"","古法秘制酸菜鱼(大份手工去刺)","大份手工去刺","餐饮商品","单品",6.00,6.00,0.00,0.00,"份",188.00,1128.00,1128.00,15.36,0.00,1112.64,
"青花椒成山巴春店","未分类",,"","#成都冒烤鸭(单人份)+经典红糖冰粉#",,"","自定义套餐",6.00,6.00,0.00,0.00,"份",82.00,492.00,492.00,300.27,0.00,191.73,
"青花椒成山巴春店","成都冒烤鸭1",,"","微微辣",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"份",0.00,0.00,261.00,0.00,0.00,261.00,
"青花椒成山巴春店","热菜系列_外卖",,"","#鲜腐竹杭白菜#",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"份",32.00,192.00,256.00,147.09,0.00,108.91,
"青花椒成山巴春店","酒水&饮料",,"","刺梨油柑茉莉",,"餐饮商品","套餐子商品",0.00,6.00,0.00,6.00,"杯",16.00,96.00,99.54,16.34,0.00,83.20,
"青花椒成山巴春店","饮料-外",,"","#鸿运红枣茶#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",6.00,30.00,30.00,14.17,0.00,15.83,
"青花椒成山巴春店","鱼锅伴侣",,"106","娃娃菜",,"餐饮商品","赠品",5.00,5.00,0.00,0.00,"份",8.00,40.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",7.50,37.50,37.50,15.55,0.00,21.95,
"青花椒成山巴春店","砂锅鱼",,"","营养多C番茄味(小小份)",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",88.00,440.00,440.00,11.83,0.00,428.17,
"青花椒成山巴春店","鱼锅伴侣",,"","豆腐皮",,"餐饮商品","套餐子商品",0.00,5.00,0.00,5.00,"份",8.00,40.00,40.82,8.31,0.00,32.51,
"青花椒成山巴春店","市场活动",,"","118规格鱼锅双人餐",,"餐饮套餐商品","套餐",5.00,5.00,0.00,0.00,"份",194.00,970.00,970.00,54.00,0.00,916.00,
"青花椒成山巴春店","外卖套餐",,"","#来吃鱼鸭约惠双人套餐#",,"餐饮套餐商品","套餐",5.00,5.00,0.00,0.00,"份",140.00,700.00,700.00,239.56,0.00,460.44,
"青花椒成山巴春店","热菜系列_外卖",,"","#鸡汁纸片笋#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",38.00,190.00,190.00,75.76,0.00,114.24,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",10.00,50.00,50.00,18.58,0.00,31.42,
"青花椒成山巴春店","招牌砂锅鱼-外",,"","#古法秘制酸菜鱼(小份)#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"份",158.00,790.00,790.00,276.36,0.00,513.64,
"青花椒成山巴春店","饮料-外",,"","#可口可乐(无糖)#",,"餐饮商品","单品",5.00,5.00,0.00,0.00,"听",6.00,30.00,30.00,16.70,0.00,13.30,
"青花椒成山巴春店","砂锅鱼",,"","招牌青花椒味(小小份)",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",88.00,352.00,352.00,11.91,0.00,340.09,
"青花椒成山巴春店","鱼锅伴侣",,"115","金针菇",,"餐饮商品","赠品",4.00,4.00,0.00,0.00,"份",10.00,40.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","未分类",,"","#乐山把把串#",,"","套餐子商品",0.00,4.00,0.00,4.00,"份",0.00,0.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",4.00,4.00,0.00,0.00,"份",11.00,44.00,44.00,15.38,0.00,28.62,
"青花椒成山巴春店","其他",,"","打包盒中",,"餐饮商品","赠品",4.00,4.00,0.00,0.00,"个",2.00,8.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","主食甜品点心",,"","手工糍粑",,"餐饮商品","套餐子商品",0.00,4.00,0.00,4.00,"份",18.00,72.00,73.29,18.70,0.00,54.59,
"青花椒成山巴春店","未分类",,"","【必吃套餐】爆香冒烤鸭双人餐#",,"","自定义套餐",4.00,4.00,0.00,0.00,"份",137.00,548.00,548.00,353.42,0.00,194.58,
"青花椒成山巴春店","热菜系列",,"","南乳蹄花鸡爪煲",,"餐饮商品","套餐子商品",0.00,4.00,0.00,4.00,"份",48.00,192.00,195.48,49.86,0.00,145.62,
"青花椒成山巴春店","市场活动",,"","经典品质多人餐-26年1月",,"餐饮套餐商品","套餐",4.00,4.00,0.00,0.00,"份",340.00,1360.00,1360.00,346.99,0.00,1013.01,
"青花椒成山巴春店","外卖套餐",,"","#来吃鱼鸭双人套餐#",,"餐饮套餐商品","套餐",4.00,4.00,0.00,0.00,"份",164.00,656.00,656.00,286.38,0.00,369.62,
"青花椒成山巴春店","热菜系列_外卖",,"","#鸡汁纸片笋#",,"餐饮商品","套餐子商品",0.00,4.00,0.00,4.00,"份",38.00,152.00,174.69,86.55,0.00,88.14,
"青花椒成山巴春店","套餐内菜品_外卖",,"","#鱼锅#",,"餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",0.00,0.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","多人份鱼_外卖",,"","#招牌青花椒味(小份)#",,"餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",158.00,474.00,541.30,266.62,0.00,274.68,
"青花椒成山巴春店","单人份鱼_外卖",,"","#爆香麻辣水煮鱼(单人份)#",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",45.80,137.40,137.40,53.01,0.00,84.39,
"青花椒成山巴春店","外卖套餐",,"","#成都冒烤鸭可乐单人套餐#",,"餐饮套餐商品","套餐",3.00,3.00,0.00,0.00,"份",76.00,228.00,228.00,137.54,0.00,90.46,
"青花椒成山巴春店","鱼锅伴侣",,"","莴笋",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",10.00,30.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","砂锅鱼",,"","招牌青花椒鱼(微麻微辣)(大份活鱼现做)","大份活鱼现做","餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",168.00,504.00,516.15,130.09,0.00,386.06,
"青花椒成山巴春店","成都冒烤鸭1",,"","成都辣",,"餐饮商品","套餐子商品",0.00,3.00,0.00,3.00,"份",0.00,0.00,87.00,0.00,0.00,87.00,
"青花椒成山巴春店","主食甜品点心",,"","手工糍粑",,"餐饮商品","赠品",3.00,3.00,0.00,0.00,"份",18.00,54.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","热菜系列_外卖",,"","#肉沫包浆豆腐#",,"餐饮商品","单品",3.00,3.00,0.00,0.00,"份",38.00,114.00,114.00,51.20,0.00,62.80,
"青花椒成山巴春店","单人份鱼_外卖",,"","#营养多C番茄味(单人份)#",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"份",45.80,91.60,91.60,32.59,0.00,59.01,
"青花椒成山巴春店","成都冒烤鸭1",,"","青花椒黑鱼片",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",28.00,56.00,172.00,1.32,0.00,170.68,
"青花椒成山巴春店","饮料-外",,"","#王老吉#",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"听",10.00,20.00,20.00,9.53,0.00,10.47,
"青花椒成山巴春店","单人份鱼_外卖",,"","#鱼锅口味随心选+米饭#",,"餐饮套餐商品","套餐",2.00,2.00,0.00,0.00,"份",45.80,91.60,91.60,36.21,0.00,55.39,
"青花椒成山巴春店","外卖套餐",,"","#放心吃鱼品质双人套餐",,"餐饮套餐商品","套餐",2.00,2.00,0.00,0.00,"份",280.00,560.00,560.00,292.39,0.00,267.61,
"青花椒成山巴春店","酒水&饮料",,"620","江小白",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"瓶",25.00,50.00,50.00,0.00,0.00,50.00,
"青花椒成山巴春店","乐山炸串",,"","卤炸牛肉串",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",18.00,36.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","酒水&饮料",,"606","雪碧",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"听",6.00,12.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","忌口",,"","不要蒜泥",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",0.00,0.00,58.00,0.00,0.00,58.00,
"青花椒成山巴春店","热菜系列",,"","金牌蒜蓉粉丝虾仁",,"餐饮商品","套餐子商品",0.00,2.00,0.00,2.00,"份",42.00,84.00,85.29,6.49,0.00,78.80,
"青花椒成山巴春店","未分类",,"","【必吃套餐】爆香冒烤鸭双人餐#",,"","自定义套餐",2.00,2.00,0.00,0.00,"份",140.00,280.00,280.00,141.19,0.00,138.81,
"青花椒成山巴春店","手工炸品",,"","摇滚小酥肉",,"餐饮商品","赠品",2.00,2.00,0.00,0.00,"份",22.00,44.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","热菜系列",,"","成都冒烤鸭(小份)",,"餐饮套餐商品","套餐",2.00,2.00,0.00,0.00,"份",86.00,172.00,172.00,1.32,0.00,170.68,
"青花椒成山巴春店","未分类",,"","#爆香成都冒烤鸭#",,"","套餐子商品",0.00,2.00,0.00,2.00,"份",0.00,0.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","饮料-外",,"","#椰汁#",,"餐饮商品","单品",2.00,2.00,0.00,0.00,"听",8.00,16.00,16.00,9.38,0.00,6.62,
"青花椒成山巴春店","热菜系列",,"","鲜腐竹杭白菜",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",22.00,22.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","鱼锅伴侣-外",,"","#娃娃菜#",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",10.00,10.00,10.00,1.57,0.00,8.43,
"青花椒成山巴春店","忌口",,"","不要葱",,"餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",0.00,0.00,29.00,0.00,0.00,29.00,
"青花椒成山巴春店","酒水&饮料",,"","无糖可乐",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",6.00,6.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","市场活动",,"","开工特惠双人餐-通用",,"餐饮套餐商品","套餐",1.00,1.00,0.00,0.00,"份",180.00,180.00,180.00,27.82,0.00,152.18,
"青花椒成山巴春店","酒水&饮料",,"","烤米浆儿",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"扎",18.00,18.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",12.00,12.00,12.00,3.66,0.00,8.34,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",16.50,16.50,16.50,5.71,0.00,10.79,
"青花椒成山巴春店","其他-外",,"","打包盒",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",15.00,15.00,15.00,6.48,0.00,8.52,
"青花椒成山巴春店","手工炸品",,"","双味包浆豆腐",,"餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",18.00,18.00,18.55,0.00,0.00,18.55,
"青花椒成山巴春店","砂锅鱼",,"","招牌青花椒味(小小份)",,"餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",88.00,88.00,88.00,13.60,0.00,74.40,
"青花椒成山巴春店","鱼锅伴侣",,"","四川粉条",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",10.00,10.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","砂锅鱼",,"","营养多C番茄鱼(大份活鱼现做)","大份活鱼现做","餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",168.00,168.00,168.00,44.43,0.00,123.57,
"青花椒成山巴春店","手工炸品",,"","双味包浆豆腐",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",18.00,18.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","其他",,"","小打包袋",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"个",0.30,0.30,0.30,0.00,0.00,0.30,
"青花椒成山巴春店","单人份鱼_外卖",,"","#鱼锅口味随心选+米饭+百事可乐#",,"餐饮套餐商品","套餐",1.00,1.00,0.00,0.00,"份",46.80,46.80,46.80,15.14,0.00,31.66,
"青花椒成山巴春店","其他",,"","大打包袋",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"个",0.50,0.50,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","酒水&饮料",,"","石榴爆柠茶",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"杯",16.00,16.00,16.00,1.12,0.00,14.88,
"青花椒成山巴春店","其他",,"","打包盒大",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"个",3.00,3.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","市场活动",,"","通用三人餐",,"餐饮套餐商品","套餐",1.00,1.00,0.00,0.00,"份",269.00,269.00,269.00,0.00,0.00,269.00,
"青花椒成山巴春店","多人份鱼_外卖",,"","#招牌青花椒味(2-3人份)#",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",178.80,178.80,178.80,31.51,0.00,147.29,
"青花椒成山巴春店","多人份鱼_外卖",,"","#美鱼美蛙(2-3人份)#",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",168.80,168.80,168.80,26.42,0.00,142.38,
"青花椒成山巴春店","手工去刺-外",,"","#营养多C番茄味(单人份)#",,"餐饮商品","套餐子商品",0.00,1.00,0.00,1.00,"份",58.00,58.00,85.90,43.33,0.00,42.57,
"青花椒成山巴春店","乐山炸串",,"","卤炸掌中宝",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",18.00,18.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","热菜系列",,"","鸡汁纸片笋",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",29.00,29.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","主食甜品点心",,"","小份手工冰粉 ",,"餐饮商品","单品",1.00,1.00,0.00,0.00,"份",7.00,7.00,7.00,0.31,0.00,6.69,
"青花椒成山巴春店","鱼锅伴侣",,"","峨边脆笋",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",12.00,12.00,0.00,0.00,0.00,0.00,
"青花椒成山巴春店","鱼锅伴侣",,"103","土豆粉",,"餐饮商品","赠品",1.00,1.00,0.00,0.00,"份",8.00,8.00,0.00,0.00,0.00,0.00,
