,,,,,,,,,,"采购入库明细报表",,,,,,,,,,,
"门店名称:九记·東門口",,,,,,,,,,,,,,,,,,,,,
"查询条件:总部/门店:[九记·東門口;店铺编码：CC000010045,東門口温州店;店铺编码：CS009040522,(闭店)東門口上海中庚漫游城店;店铺编码：CS009040523,東門口桐乡万象汇店;店铺编码：CS009054282,東門口武林店;店铺编码：CS003031459,東門口奥体店;店铺编码：CS003030504,東門口苏州店;店铺编码：CS009039921,(闭店)炎合里中国北方菜;店铺编码：CS011000128,(闭店)炎合里金华永盛购物中心店;店铺编码：CS009035567,東門口远洋店;店铺编码：CS003021468,(闭店)东门口96店;店铺编码：CS003025461,東門口杭州滨江龙湖店;店铺编码：CS009051886,東門口无锡店;店铺编码：CS009050468,焱合里自助火锅文一路店;店铺编码：CS009034590,東門口金华世贸店;店铺编码：CS009037775,京熹顺杭州金沙店;店铺编码：CS009053371,東門口富阳店;店铺编码：CS009049555,東門口上海西郊百联店;店铺编码：CS009050467,巷口锅香文一路店;店铺编码：CS009058665,東門口501店;店铺编码：CS009040508,華門新京菜中国茶(欧美广场EFC店);店铺编码：CS009035566,小蒸娘老杭州萧山蒸菜;店铺编码：CS009057694,東門口啦啦宝都店;店铺编码：CS009040524,京熹顺南京店;店铺编码：CS009053417]; 单据状态:全部; 供应商:全部; 入库仓库:全部; 日期类型:单据业务日期; 日期范围:[""2026-02-01"",""2026-02-28""]; 查询条件:",,,,,,,,,,,,,,,,,,,,,
"店铺名称","单号","单据业务日期","单据操作日期","状态","入库仓库","供应商","原料分类","原料条形码","原料名称","规格","入库单位","入库数量","计价单位","单价(元)","金额(元)","税率(%)","不含税单价(元)","不含税金额(元)","税额(元)","整单备注",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000018317	","冰糖菊","","朵",6.00,"朵",5.00,30.00,0,5.00,30.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","水果","2000000023397	","橘子","斤","斤",20.00,"斤",3.80,76.00,0,3.80,76.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000003191	","垃圾袋（小）","","包",1.00,"包",3.50,3.50,0,3.50,3.50,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000001739	","椒盐粉","45g","瓶",1.00,"瓶",1.70,1.70,0,1.70,1.70,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000480	","蟹味菇","","斤",2.50,"斤",4.00,10.00,0,4.00,10.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000023601	","豌豆苗","","盒",2.00,"盒",6.00,12.00,0,6.00,12.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","水果","2000000016603	","梨","","斤",11.50,"斤",4.00,46.00,0,4.00,46.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000010878	","藤椒油","","瓶",1.00,"瓶",38.00,38.00,0,38.00,38.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000005287	","山楂糕","500g","包",2.00,"包",9.00,18.00,0,9.00,18.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000003092	","甄选乌鸡卷","","斤",5.00,"斤",15.20,76.00,0,15.20,76.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000001180	","牛肉（御嘉）","","斤",9.50,"斤",43.00,408.50,0,43.00,408.50,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000001517	","干冰","","桶",2.00,"桶",35.00,70.00,0,35.00,70.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000275	","老姜/生姜","","斤",2.80,"斤",5.00,14.00,0,5.00,14.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000206	","小葱","","斤",2.00,"斤",4.80,9.60,0,4.80,9.60,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000367	","胡萝卜","","斤",4.00,"斤",2.60,10.40,0,2.60,10.40,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000001166	","六必居料酒","","瓶",2.00,"瓶",5.50,11.00,0,5.50,11.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000016696	","大桶陈醋","","桶",1.00,"桶",22.00,22.00,0,22.00,22.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000817	","邹万生虾油","600G","瓶",2.00,"瓶",17.00,34.00,0,17.00,34.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000688	","鸡精","1KG","包",1.00,"包",28.00,28.00,0,28.00,28.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000001067	","王致和臭豆腐","180克，一瓶12块","瓶",1.00,"瓶",9.00,9.00,0,9.00,9.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000824	","盐","","包",2.00,"包",1.50,3.00,0,1.50,3.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016887	","心里美","","斤",2.00,"斤",4.50,9.00,0,4.50,9.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000009780	","去皮玉米","","斤",4.30,"斤",4.80,20.64,0,4.80,20.64,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000497	","平菇","","斤",2.20,"斤",6.50,14.30,0,6.50,14.30,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",10.00,"斤",4.50,45.00,0,4.50,45.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000466	","酸白菜丝","500G","包",2.00,"包",3.50,7.00,0,3.50,7.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",5.00,"包",3.50,17.50,0,3.50,17.50,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000015811	","绿豆芽","","斤",1.00,"斤",1.30,1.30,0,1.30,1.30,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000442	","鸭血","","盒",3.00,"盒",3.50,10.50,0,3.50,10.50,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",15.00,"斤",1.20,18.00,0,1.20,18.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000329	","茼蒿","","斤",7.00,"斤",4.20,29.40,0,4.20,29.40,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",6.00,"包",6.50,39.00,0,6.50,39.00,0.00,"",
"京熹顺南京店","20260208000051	","2026-02-08","2026-02-08","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",3.00,"斤",3.80,11.40,0,3.80,11.40,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",252.20,252.20,0,252.20,252.20,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000019024	","纯净大桶水","","桶",1.00,"桶",50.00,50.00,0,50.00,50.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000718	","紫菜","25g","包",10.00,"包",3.00,30.00,0,3.00,30.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000695	","大豆油","","桶",1.00,"桶",52.00,52.00,0,52.00,52.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000005263	","洗衣粉","","包",2.00,"包",23.00,46.00,0,23.00,46.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","水果","2000000023397	","橘子","斤","斤",8.00,"斤",3.80,30.40,0,3.80,30.40,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000018317	","冰糖菊","","朵",5.00,"朵",5.00,25.00,0,5.00,25.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000014623	","麻花","","斤",10.00,"斤",6.50,65.00,0,6.50,65.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000275	","老姜/生姜","","斤",3.60,"斤",5.00,18.00,0,5.00,18.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000381	","大葱","","斤",3.30,"斤",4.30,14.19,0,4.30,14.19,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000006789	","海米","","斤",0.10,"斤",45.00,4.50,0,45.00,4.50,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000006505	","鱿鱼干","","斤",0.20,"斤",45.00,9.00,0,45.00,9.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000442	","高度白酒","","瓶",1.00,"瓶",16.00,16.00,0,16.00,16.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000006499	","大地鱼干","","斤",0.20,"斤",45.00,9.00,0,45.00,9.00,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000017273	","紫叶生菜","","斤",1.70,"斤",14.00,23.80,0,14.00,23.80,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000009780	","去皮玉米","","斤",5.40,"斤",4.80,25.92,0,4.80,25.92,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000011080	","西红柿","","斤",3.20,"斤",5.50,17.60,0,5.50,17.60,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",5.00,"包",3.50,17.50,0,3.50,17.50,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000602	","鸡蛋","","斤",1.00,"斤",5.50,5.50,0,5.50,5.50,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",5.90,"斤",1.20,7.08,0,1.20,7.08,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000011141	","香菜","","斤",5.00,"斤",10.50,52.50,0,10.50,52.50,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000312	","菠菜","","斤",3.20,"斤",4.50,14.40,0,4.50,14.40,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",5.00,"包",6.50,32.50,0,6.50,32.50,0.00,"",
"京熹顺南京店","20260213000008	","2026-02-09","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",3.00,"斤",3.80,11.40,0,3.80,11.40,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",190.85,190.85,0,190.85,190.85,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000002583	","吸油纸","","包",2.00,"包",22.00,44.00,0,22.00,44.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000023601	","豌豆苗","","盒",2.00,"盒",6.00,12.00,0,6.00,12.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000018317	","冰糖菊","","朵",12.00,"朵",5.00,60.00,0,5.00,60.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","水果","2000000023397	","橘子","斤","斤",19.40,"斤",3.80,73.72,0,3.80,73.72,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000003139	","线手套","","包",1.00,"包",11.00,11.00,0,11.00,11.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","水果","2000000016603	","梨","","斤",23.50,"斤",4.00,94.00,0,4.00,94.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000695	","大豆油","","桶",1.00,"桶",52.00,52.00,0,52.00,52.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000001180	","牛肉（御嘉）","","斤",9.50,"斤",43.00,408.50,0,43.00,408.50,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000206	","小葱","","斤",3.00,"斤",4.80,14.40,0,4.80,14.40,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000244	","小米椒","","斤",3.00,"斤",14.00,42.00,0,14.00,42.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000688	","鸡精","1KG","包",1.00,"包",28.00,28.00,0,28.00,28.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000824	","盐","","包",4.00,"包",1.50,6.00,0,1.50,6.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016986	","碱面","","斤",5.00,"斤",3.50,17.50,0,3.50,17.50,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016337	","羽衣甘蓝","","斤",0.50,"斤",10.00,5.00,0,10.00,5.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",3.00,"包",3.50,10.50,0,3.50,10.50,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000008745	","龙口粉丝","","包",1.00,"包",9.00,9.00,0,9.00,9.00,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016290	","白木耳","","斤",0.50,"斤",45.00,22.50,0,45.00,22.50,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000329	","茼蒿","","斤",4.70,"斤",4.20,19.74,0,4.20,19.74,0.00,"",
"京熹顺南京店","20260213000009	","2026-02-10","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",3.00,"包",6.50,19.50,0,6.50,19.50,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",188.20,188.20,0,188.20,188.20,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000602	","鸡蛋","","斤",1.00,"斤",5.50,5.50,0,5.50,5.50,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000011080	","西红柿","","斤",1.70,"斤",5.50,9.35,0,5.50,9.35,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000023601	","豌豆苗","","盒",2.00,"盒",6.00,12.00,0,6.00,12.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000000244	","医用手套","","盒",1.00,"盒",25.00,25.00,0,25.00,25.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000003092	","甄选乌鸡卷","","斤",5.00,"斤",15.20,76.00,0,15.20,76.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000001180	","牛肉（御嘉）","","斤",6.00,"斤",43.00,258.00,0,43.00,258.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000003115	","小酥肉","20斤/箱，2斤/包","斤",8.00,"斤",19.50,156.00,0,19.50,156.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000001517	","干冰","","桶",1.00,"桶",35.00,35.00,0,35.00,35.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000004433	","木瓜","","斤",1.60,"斤",10.00,16.00,0,10.00,16.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016030	","土豆粉","","包",3.00,"包",3.00,9.00,0,3.00,9.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000009780	","去皮玉米","","斤",8.20,"斤",4.80,39.36,0,4.80,39.36,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",5.00,"斤",4.50,22.50,0,4.50,22.50,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000004440	","鲜美来虾滑","500g","包",4.00,"包",39.50,158.00,0,39.50,158.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000831	","生粉","","斤",0.80,"包",7.00,5.60,0,7.00,5.60,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000411	","土豆","","斤",7.00,"斤",1.70,11.90,0,1.70,11.90,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016290	","白木耳","","斤",1.00,"斤",45.00,45.00,0,45.00,45.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000015811	","绿豆芽","","斤",1.00,"斤",1.30,1.30,0,1.30,1.30,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000442	","鸭血","","盒",2.00,"盒",3.50,7.00,0,3.50,7.00,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000374	","白萝卜","","斤",8.50,"斤",1.20,10.20,0,1.20,10.20,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000011141	","香菜","","斤",3.80,"斤",10.50,39.90,0,10.50,39.90,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000312	","菠菜","","斤",6.30,"斤",4.50,28.35,0,4.50,28.35,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000305	","娃娃菜","","包",7.00,"包",6.50,45.50,0,6.50,45.50,0.00,"",
"京熹顺南京店","20260213000010	","2026-02-11","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000398	","去皮莴笋","","斤",5.00,"斤",3.80,19.00,0,3.80,19.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","员工餐","2000000010625	","当日员工餐合计","","批",1.00,"批",364.45,364.45,0,364.45,364.45,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000001180	","牛肉（御嘉）","","斤",8.50,"斤",43.00,365.50,0,43.00,365.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","低值易耗品专用仓","御嘉供应商","低值易耗品","2000000001517	","干冰","","桶",2.00,"桶",35.00,70.00,0,35.00,70.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000282	","蒜子/蒜米","","斤",4.00,"斤",4.50,18.00,0,4.50,18.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000000381	","大葱","","斤",4.00,"斤",4.30,17.20,0,4.30,17.20,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","调料及自助小料","2000000016696	","大桶陈醋","","桶",1.00,"桶",22.00,22.00,0,22.00,22.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016337	","羽衣甘蓝","","斤",0.50,"斤",10.00,5.00,0,10.00,5.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000016887	","心里美","","斤",1.20,"斤",4.50,5.40,0,4.50,5.40,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000014913	","鸡枞菇","","斤",0.50,"斤",25.00,12.50,0,25.00,12.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000497	","平菇","","斤",1.50,"斤",6.50,9.75,0,6.50,9.75,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000473	","金针菇","","斤",5.00,"斤",4.50,22.50,0,4.50,22.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","鲜肉冻品类","2000000004440	","鲜美来虾滑","500g","包",3.00,"包",39.50,118.50,0,39.50,118.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000466	","酸白菜丝","500G","包",1.00,"包",3.50,3.50,0,3.50,3.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000000435	","火锅川粉","240g","包",5.00,"包",3.50,17.50,0,3.50,17.50,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000017181	","牛肝菌","","斤",0.70,"斤",40.00,28.00,0,40.00,28.00,0.00,"",
"京熹顺南京店","20260213000011	","2026-02-12","2026-02-13","已收货","南京百家湖仓库","御嘉供应商","蔬菜、面点","2000000015811	","绿豆芽","","斤",1.00,"斤",1.30,1.30,0,1.30,1.30,0.00,"",
